"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","230517803601384128_1","2025-12-11","Maharashtra","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","2-3 Years","1","200.0","200.0",
"DELIVERED","230517957795889024_1","2025-12-11","Bihar","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","11-12 Years","1","350.0","350.0",
"RTO_COMPLETE","230518898104319872_1","2025-12-11","Uttar Pradesh","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230519893374906880_1","2025-12-11","Uttar Pradesh","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","7-8 Years","1","310.0","310.0",
"CANCELLED","230520013728295232_1","2025-12-11","Tamil Nadu","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","13-14 Years","1","310.0","310.0",
"RTO_LOCKED","230519994953257600_1","2025-12-11","Jharkhand","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","6-7 Years","1","240.0","240.0",
"RTO_LOCKED","230520472339853824_1","2025-12-11","Jammu & Kashmir","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Red+Black","10-11 Years","1","280.0","280.0",
"DELIVERED","230520896180496704_1","2025-12-11","Andhra Pradesh","Agile Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Aqua Blue+Black","10-11 Years","1","280.0","280.0",
"DELIVERED","230521357052785152_1","2025-12-11","Assam","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"DELIVERED","230521701216403328_1","2025-12-11","Maharashtra","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"DELIVERED","230521904216519168_1","2025-12-11","Assam","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"DELIVERED","230521942212719040_1","2025-12-11","Uttar Pradesh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230523617384185728_1","2025-12-11","Chhattisgarh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0",
"DELIVERED","230523751333478272_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"DELIVERED","230524377405346496_1","2025-12-11","Jharkhand","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","14-15 Years","1","310.0","310.0",
"DELIVERED","230524406039163328_1","2025-12-11","Uttar Pradesh","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","3-4 Years","1","210.0","210.0",
"RTO_COMPLETE","230524868484180288_1","2025-12-11","Punjab","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","12-13 Years","1","300.0","300.0",
"DELIVERED","230525041186812352_1","2025-12-11","Punjab","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","4-5 Years","1","220.0","220.0",
"DELIVERED","230525478250066368_1","2025-12-11","Maharashtra","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230525526770471616_1","2025-12-11","Uttar Pradesh","Cute Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+DarkPink","13-14 Years","1","370.0","370.0",
"DELIVERED","230525862714583360_1","2025-12-11","Assam","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","6-7 Years","1","300.0","300.0",
"DELIVERED","230525905889415872_1","2025-12-11","Maharashtra","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","5-6 Years","1","230.0","230.0",
"DELIVERED","230526460707058112_1","2025-12-11","Rajasthan","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","9-10 Years","1","270.0","270.0","TNE102567015002"
"DOOR_STEP_EXCHANGED","225933433506526656_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","14-15 Years","1","300.0","300.0",
"SHIPPED","230526640588173760_1","2025-12-11","Arunachal Pradesh","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","11-12 Years","1","290.0","290.0",
"DELIVERED","230526762483036608_1","2025-12-11","Assam","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230527066465219072_1","2025-12-11","Bihar","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","1-2 Years","1","180.0","180.0",
"RTO_COMPLETE","230527341957523776_1","2025-12-11","Tamil Nadu","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","11-12 Years","1","280.0","280.0",
"DELIVERED","230527362226565568_1","2025-12-11","Assam","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","6-7 Years","1","240.0","240.0",
"DELIVERED","230527919238525440_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"DELIVERED","230528060288778112_1","2025-12-11","Maharashtra","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","14-15 Years","1","380.0","380.0",
"DELIVERED","230528369629112640_1","2025-12-11","West Bengal","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","7-8 Years","1","250.0","250.0",
"DELIVERED","230528796288466834_1","2025-12-11","Tamil Nadu","Tinkle Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Yellow+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230528962831695744_1","2025-12-11","Nagaland","Flawsome Elegant Boys Top & Bottom Sets","4-(Boys)(Pocket)(HS)Smile-White+Black","14-15 Years","1","370.0","370.0",
"DELIVERED","230529591144655168_1","2025-12-11","Tamil Nadu","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","3-4 Years","1","210.0","210.0",
"DELIVERED","230529851081118336_1","2025-12-11","Delhi","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","6-7 Years","1","300.0","300.0",
"DELIVERED","230531518727303680_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Red+Black","11-12 Years","1","290.0","290.0",
"DELIVERED","230531702221744448_1","2025-12-11","Uttar Pradesh","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","12-13 Years","1","280.0","280.0",
"CANCELLED","230532292698026496_1","2025-12-11","Bihar","Tinkle Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Yellow+Black","14-15 Years","1","320.0","320.0",
"CANCELLED","230532575645777792_1","2025-12-11","Rajasthan","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230532678075568832_1","2025-12-11","Odisha","Agile Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Mehandi+Black","14-15 Years","1","320.0","320.0",
"DELIVERED","230532716285678208_1","2025-12-11","Madhya Pradesh","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","8-9 Years","1","320.0","320.0",
"RTO_COMPLETE","230533065734116032_1","2025-12-11","Maharashtra","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"CANCELLED","230533960546931328_1","2025-12-11","Uttarakhand","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","10-11 Years","1","280.0","280.0",
"DELIVERED","230534094164180864_1","2025-12-11","Andaman and Nicobar Islands","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230534305926197696_1","2025-12-11","Punjab","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","2-3 Years","1","200.0","200.0",
"DELIVERED","230534460092039040_1","2025-12-11","Chhattisgarh","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","10-11 Years","1","280.0","280.0",
"RTO_LOCKED","230534469069875520_1","2025-12-11","Jammu & Kashmir","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","9-10 Years","1","270.0","270.0",
"RTO_LOCKED","230535435503293056_1","2025-12-11","Assam","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230536200015163904_1","2025-12-11","West Bengal","Modern Elegant Girls Top & Bottom Sets","229-(Girls)(Cargo)(FullSleeve)Ribbon Girls-White+DarkPink","7-8 Years","1","291.0","291.0",
"CANCELLED","230536320274944704_1","2025-12-11","Odisha","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","14-15 Years","1","320.0","320.0",
"DELIVERED","230537068215120384_1","2025-12-11","Bihar","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","13-14 Years","1","310.0","310.0",
"DELIVERED","230538123112632960_1","2025-12-11","Gujarat","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","7-8 Years","1","250.0","250.0","TNE102567013839"
"DELIVERED","230538731819389632_1","2025-12-11","Karnataka","Agile Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Royal Blue+Black","7-8 Years","1","250.0","250.0",
"DELIVERED","230539941640516032_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","5-6 Years","1","230.0","230.0",
"DELIVERED","230540302577152512_1","2025-12-11","Bihar","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","7-8 Years","1","250.0","250.0","TNE102567013810"
"CANCELLED","230540309107683840_1","2025-12-11","Bihar","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","10-11 Years","1","280.0","280.0",
"DELIVERED","230540671378112384_1","2025-12-11","Gujarat","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230540698541118080_1","2025-12-11","Odisha","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","11-12 Years","1","290.0","290.0",
"DELIVERED","230540836986704576_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230540860966873408_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","8-9 Years","1","260.0","260.0",
"RTO_LOCKED","230541374939050432_1","2025-12-11","Bihar","Agile Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Aqua Blue+Black","13-14 Years","1","310.0","310.0",
"DELIVERED","230541561845625344_1","2025-12-11","West Bengal","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","6-7 Years","1","240.0","240.0",
"DELIVERED","230541786823901056_1","2025-12-11","Uttar Pradesh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"RTO_LOCKED","230541987915608576_1","2025-12-11","Bihar","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","11-12 Years","1","290.0","290.0",
"DELIVERED","230542765375992256_1","2025-12-11","Bihar","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"RTO_LOCKED","230542939972981440_1","2025-12-11","Bihar","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","14-15 Years","1","320.0","320.0",
"RTO_COMPLETE","230543221640770048_1","2025-12-11","Rajasthan","Modern Elegant Girls Top & Bottom Sets","229-(Girls)(Cargo)(FullSleeve)Ribbon Girls-White+DarkPink","7-8 Years","1","291.0","291.0",
"RTO_COMPLETE","230543277437599616_1","2025-12-11","Gujarat","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","10-11 Years","1","280.0","280.0",
"DELIVERED","230543623815803328_1","2025-12-11","Gujarat","Cute Elegant Girls Top & Bottom Sets","229-(Girls)(Cargo)(FullSleeve)Ribbon Girls-White+Brown","13-14 Years","1","291.0","291.0",
"DELIVERED","230546521981233472_1","2025-12-11","Uttar Pradesh","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","230546911242004800_1","2025-12-11","Bihar","Tinkle Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Yellow+Black","13-14 Years","1","310.0","310.0",
"RTO_LOCKED","230547683109351872_1","2025-12-11","Punjab","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pista+Black","13-14 Years","1","310.0","310.0",
"CANCELLED","230548013222048256_1","2025-12-11","Bihar","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","4-5 Years","1","210.0","210.0",
"DELIVERED","230548242012942784_1","2025-12-11","Uttar Pradesh","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","14-15 Years","1","320.0","320.0",
"DELIVERED","230548258303623040_1","2025-12-11","Madhya Pradesh","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","5-6 Years","1","220.0","220.0",
