"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"RTO_LOCKED","230534349769953920_1","2025-12-11","Odisha","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","2-3 Years","1","190.0","190.0",
"RTO_COMPLETE","230537117515666048_1","2025-12-11","Rajasthan","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","6-7 Years","1","260.0","260.0",
"DELIVERED","230537605208363650_1","2025-12-11","West Bengal","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","3-4 Years","1","210.0","210.0",
"DELIVERED","230538954926309248_1","2025-12-11","Gujarat","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","14-15 Years","1","310.0","310.0",
"DELIVERED","230539144078862656_1","2025-12-11","Punjab","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","14-15 Years","1","310.0","310.0",
"DELIVERED","230541021870928320_1","2025-12-11","Uttar Pradesh","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","2-3 Years","1","220.0","220.0",
"DOOR_STEP_EXCHANGED","226377834100185217_1","2025-12-11","Maharashtra","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","200.0","200.0",
"RTO_COMPLETE","230545216176957760_1","2025-12-11","Gujarat","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","6-7 Years","1","240.0","240.0",
"DELIVERED","230546526844596672_1","2025-12-11","Uttar Pradesh","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","6-7 Years","1","230.0","230.0",
"DELIVERED","230547190614176256_1","2025-12-11","Meghalaya","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Yellow+Black","6-7 Years","1","260.0","260.0",
"DELIVERED","230548490651287424_1","2025-12-11","Andhra Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","10-11 Years","1","270.0","270.0",
"DELIVERED","230548915249066432_1","2025-12-11","Uttar Pradesh","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","5-6 Years","1","250.0","250.0",
"DELIVERED","230548975487664000_1","2025-12-11","Gujarat","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0",
"DELIVERED","230551596671808000_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
"DELIVERED","230552558255778112_1","2025-12-11","Jharkhand","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","8-9 Years","1","250.0","250.0",
"DELIVERED","230554650171953792_1","2025-12-11","Gujarat","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","230555442487865856_1","2025-12-11","Gujarat","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","4-5 Years","1","220.0","220.0",
"DELIVERED","230555569784992192_1","2025-12-11","Kerala","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0","TNE102566965241"
"DELIVERED","230555821573952192_1","2025-12-11","Telangana","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","230555975256748544_1","2025-12-11","Maharashtra","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pink+Black","6-7 Years","1","260.0","260.0",
"DELIVERED","230556054743003648_1","2025-12-11","Karnataka","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","7-8 Years","1","270.0","270.0",
"DELIVERED","230559043738948224_1","2025-12-11","Uttar Pradesh","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","7-8 Years","1","250.0","250.0","TNE102567014490"
"DELIVERED","230560501739071808_1","2025-12-11","Gujarat","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0","TNE102567013537"
"DELIVERED","230561137459314560_1","2025-12-11","Chhattisgarh","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","4-5 Years","1","210.0","210.0",
"CANCELLED","230561365755974272_1","2025-12-11","West Bengal","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","6-7 Years","1","230.0","230.0",
"DELIVERED","230561817991358784_1","2025-12-11","Jharkhand","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","9-10 Years","1","270.0","270.0",
"DELIVERED","230561978341769088_1","2025-12-11","Odisha","158-(Girls)(half Sleeve)Butterfly Flower-Black+Baby Pink","158-(Girls)(half Sleeve)Butterfly Flower-Black+Baby Pink","14-15 Years","1","353.0","353.0",
"CANCELLED","230562753633697664_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
"DELIVERED","230562764071151936_1","2025-12-11","Rajasthan","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230562886992286336_1","2025-12-11","Telangana","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","3-4 Years","1","200.0","200.0",
"CANCELLED","230563154458858112_1","2025-12-11","Bihar","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230563838574309825_1","2025-12-11","Andhra Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","6-7 Years","1","230.0","230.0",
"DELIVERED","230566123183035008_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","12-13 Years","1","290.0","290.0",
"DELIVERED","230566401512157696_1","2025-12-11","Uttarakhand","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","6-7 Years","1","260.0","260.0",
"DELIVERED","230567429322855104_1","2025-12-11","Karnataka","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-DarkPink+Black","2-3 Years","1","220.0","220.0",
"DELIVERED","230567709993095808_1","2025-12-11","Gujarat","94-(Girls)(Half Sleeve)-Butterfly Cute Girl-White+Pink","94-(Girls)(Half Sleeve)-Butterfly Cute Girl-White+Pink","6-7 Years","1","290.0","290.0",
"DELIVERED","230568655107502528_1","2025-12-11","Karnataka","Cutiepie Elegant Boys Top & Bottom Sets","19-(Boys)(FS)(Jogg)Linning Nice-White+Brown","11-12 Years","1","370.0","370.0",
"DELIVERED","230569996873740736_1","2025-12-11","Maharashtra","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","10-11 Years","1","270.0","270.0",
"DELIVERED","230571523299103360_1","2025-12-11","Andhra Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","13-14 Years","1","300.0","300.0",
"DELIVERED","230571685854882112_1","2025-12-11","Haryana","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0",
"DELIVERED","230572873117712256_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","3-4 Years","1","200.0","200.0",
"DELIVERED","230573448014877312_1","2025-12-11","Punjab","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","13-14 Years","1","300.0","300.0",
"DELIVERED","230574555748673856_1","2025-12-11","Andhra Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","11-12 Years","1","280.0","280.0",
"DELIVERED","230575988747383296_1","2025-12-11","Gujarat","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","14-15 Years","1","320.0","320.0",
"DELIVERED","230578423003984320_1","2025-12-11","West Bengal","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","7-8 Years","1","270.0","270.0",
"DELIVERED","230579020688806528_1","2025-12-11","Assam","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","230579728715988864_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","230580007735699776_1","2025-12-11","Assam","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","11-12 Years","1","280.0","280.0",
"DELIVERED","230580619800067968_1","2025-12-11","Assam","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","10-11 Years","1","270.0","270.0",
"DELIVERED","230582143808811520_1","2025-12-11","Telangana","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","7-8 Years","1","270.0","270.0",
"DELIVERED","230582790270527808_1","2025-12-11","Himachal Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","10-11 Years","1","270.0","270.0",
"DELIVERED","230586132999459520_1","2025-12-11","Tamil Nadu","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pink+Black","2-3 Years","1","220.0","220.0",
"DELIVERED","230586209930686976_1","2025-12-11","Rajasthan","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230586857870963136_1","2025-12-11","Odisha","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","230586897842680320_1","2025-12-11","Uttar Pradesh","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","6-7 Years","1","230.0","230.0",
"RTO_COMPLETE","230587420731812160_1","2025-12-11","Punjab","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Yellow+Black","1-2 Years","1","210.0","210.0",
"DELIVERED","230587800319185543_1","2025-12-11","Maharashtra","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","230588973902222017_1","2025-12-11","Andhra Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"RTO_LOCKED","230589743736664576_1","2025-12-11","Himachal Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","230589951434404352_1","2025-12-11","Tamil Nadu","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","2-3 Years","1","200.0","200.0",
"DELIVERED","230590142221406912_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","13-14 Years","1","300.0","300.0",
"CANCELLED","230591460587623104_1","2025-12-11","Telangana","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","13-14 Years","1","300.0","300.0",
"RTO_COMPLETE","230593020977069952_1","2025-12-11","Rajasthan","158-(Girls)(half Sleeve)Butterfly Flower-Black+Baby Pink","158-(Girls)(half Sleeve)Butterfly Flower-Black+Baby Pink","14-15 Years","1","353.0","353.0",
"CANCELLED","230593359268655552_1","2025-12-11","Tamil Nadu","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","230595844072843584_1","2025-12-11","Uttarakhand","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"CANCELLED","230596511347528320_1","2025-12-11","Assam","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","11-12 Years","1","280.0","280.0",
"DELIVERED","230596873072693888_1","2025-12-11","Maharashtra","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","230597346374037952_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","10-11 Years","1","270.0","270.0",
"CANCELLED","230597939972915072_1","2025-12-11","Gujarat","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","1-2 Years","1","180.0","180.0",
"DELIVERED","230599951246537152_1","2025-12-11","Bihar","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Yellow+Black","4-5 Years","1","240.0","240.0",
"DELIVERED","230600172789674432_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"CANCELLED","230601205456679360_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"RTO_LOCKED","230604085121034560_1","2025-12-11","Andhra Pradesh","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","14-15 Years","1","350.0","350.0",
"DELIVERED","230604265424442048_1","2025-12-11","Karnataka","158-(Girls)(half Sleeve)Butterfly Flower-White+Pink","158-(Girls)(half Sleeve)Butterfly Flower-White+Pink","5-6 Years","1","280.0","280.0",
"DELIVERED","230604355727110592_1","2025-12-11","Tamil Nadu","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","10-11 Years","1","270.0","270.0",
"DELIVERED","230607663306942784_1","2025-12-11","Delhi","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","8-9 Years","1","250.0","250.0",
"CANCELLED","230608959974691456_1","2025-12-11","Karnataka","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Yellow+Black","9-10 Years","1","290.0","290.0",
"DELIVERED","230609618283287168_1","2025-12-11","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","13-14 Years","1","300.0","300.0",
"DELIVERED","230609703609347584_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","6-7 Years","1","230.0","230.0",
"DELIVERED","230610825422089856_1","2025-12-11","Maharashtra","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","11-12 Years","1","280.0","280.0",
"RTO_COMPLETE","230611416114310656_1","2025-12-11","Rajasthan","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230611657544808512_1","2025-12-11","Maharashtra","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","6-7 Years","1","240.0","240.0",
"CANCELLED","230612195258775616_1","2025-12-11","Uttarakhand","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","4-5 Years","1","220.0","220.0",
"DELIVERED","230612360679960192_1","2025-12-11","Odisha","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","4-5 Years","1","220.0","220.0",
"DELIVERED","230612360679960192_2","2025-12-11","Odisha","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","5-6 Years","1","230.0","230.0",
"DELIVERED","230613302870301312_1","2025-12-11","Tamil Nadu","Agile Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","230614064347524672_1","2025-12-11","Manipur","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","6-7 Years","1","230.0","230.0",
"RTO_LOCKED","230615488094296704_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","5-6 Years","1","220.0","220.0",
"CANCELLED","230616143587817600_1","2025-12-11","Haryana","Cutiepie Comfy Girls Top & Bottom Sets","(Girls)(hoody)Brooklyn-RoyalBlue","13-14 Years","1","310.0","310.0",
"DELIVERED","230616755387805184_1","2025-12-11","Odisha","158-(Girls)(half Sleeve)Butterfly Flower-Black+Baby Pink","158-(Girls)(half Sleeve)Butterfly Flower-Black+Baby Pink","2-3 Years","1","245.0","245.0",
"DELIVERED","230617066043125248_1","2025-12-11","West Bengal","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","5-6 Years","1","250.0","250.0",
"DELIVERED","230617371807886848_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","12-13 Years","1","290.0","290.0",
"DELIVERED","230617812117532160_1","2025-12-11","Odisha","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"RTO_LOCKED","230619559489744515_1","2025-12-11","Jharkhand","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","230621119152937600_1","2025-12-11","Delhi","Cool Boy Printed Top Bottom set for Boys and girls","(FS)(Lenghi)Cool Boy-Pista+Black","10-11 Years","1","300.0","300.0",
"DELIVERED","230622280865396864_1","2025-12-11","Bihar","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
"RTO_LOCKED","230623205277415488_1","2025-12-11","Kerala","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
"CANCELLED","230623342814866944_1","2025-12-11","Tamil Nadu","Flawsome Elegant Boys Top & Bottom Sets","7-(BOYS)(FULL SLEEVE)BROOKLYN-WHITE+RED","8-9 Years","1","260.0","260.0",
"RTO_LOCKED","230623379603107456_1","2025-12-11","West Bengal","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"RTO_COMPLETE","230623821282261120_1","2025-12-11","Gujarat","Modern Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
