"Reason for Credit Entry","Sub Order No","Order Date","Customer State","Product Name","SKU","Size","Quantity","Supplier Listed Price (Incl. GST + Commission)","Supplier Discounted Price (Incl GST and Commision)","Packet Id"
"DELIVERED","186667921135943872_1","2025-08-12","Rajasthan","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","4-5 Years","1","210.0","210.0",
"DELIVERED","186668185138786880_1","2025-08-12","Telangana","Cute Elegant Boys Top & Bottom Sets","127(HALF SLEEVE)(JOGGERES)-Popcorn-Mahendi","3-4 Years","1","310.0","310.0",
"DELIVERED","186668185138786880_2","2025-08-12","Telangana","Cute Elegant Boys Top & Bottom Sets","127(HALF SLEEVE)(JOGGERES)-Popcorn-Mahendi","2-3 Years","1","300.0","300.0",
"DELIVERED","186675749347721920_1","2025-08-12","Madhya Pradesh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"CANCELLED","186676853297148480_1","2025-08-12","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-Yellow+Black","7-8 Years","1","250.0","250.0",
"DELIVERED","186676750795903232_1","2025-08-12","Odisha","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","11-12 Years","1","280.0","280.0",
"RTO_COMPLETE","186678035252015680_1","2025-08-12","Himachal Pradesh","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","13-14 Years","1","300.0","300.0",
"DELIVERED","186679131063423232_1","2025-08-12","Telangana","Flawsome Elegant Girls Top & Bottom Sets","121-(Girls)(Cargo)Sketing Girl_White+Pink","10-11 Years","1","350.0","350.0",
"RTO_COMPLETE","186680046860341504_1","2025-08-12","Maharashtra","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","3-4 Years","1","200.0","200.0",
"DELIVERED","186680381373481664_1","2025-08-12","Gujarat","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","9-10 Years","1","330.0","330.0",
"RTO_COMPLETE","186681504682766464_1","2025-08-12","Madhya Pradesh","Tinkle Elegant Girls Top & Bottom Sets","120-(Girls)Smile-Black&White","4-5 Years","1","300.0","300.0",
"RTO_COMPLETE","186682461152899648_1","2025-08-12","West Bengal","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","10-11 Years","1","270.0","270.0",
"RTO_COMPLETE","186682709173911744_1","2025-08-12","West Bengal","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","10-11 Years","1","270.0","270.0",
"DELIVERED","186683368543588608_1","2025-08-12","Gujarat","Pretty Elegant Boys Top & Bottom Sets","8-(Boys)(Full Sleeve)-Smile And Hug Every Day-White+Black","13-14 Years","1","330.0","330.0",
"RTO_COMPLETE","186684543942836416_1","2025-08-12","West Bengal","Modern Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-Yellow+Black","11-12 Years","1","290.0","290.0",
"DELIVERED","186685015533600968_1","2025-08-12","Delhi","Flawsome Elegant Boys Top & Bottom Sets","12-(Boys)ABCD-Full Sleeve -White","6-7 Years","1","260.0","260.0",
"DELIVERED","186685116620443904_1","2025-08-12","Gujarat","Flawsome Elegant Boys Top & Bottom Sets","181-(Boys)(Half Sleeve)Main Tine-White+Black","9-10 Years","1","270.0","270.0",
"DELIVERED","186686800855875776_1","2025-08-12","Odisha","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","9-10 Years","1","330.0","330.0",
"RTO_COMPLETE","186687271000638080_1","2025-08-12","Madhya Pradesh","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","13-14 Years","1","285.0","285.0",
"RTO_COMPLETE","186688113791009472_1","2025-08-12","Uttar Pradesh","Modern Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-Yellow+Black","3-4 Years","1","210.0","210.0",
"DELIVERED","186688712259695168_1","2025-08-12","Bihar","Pretty Elegant Boys Top & Bottom Sets","8-(Boys)(Full Sleeve)-Smile And Hug Every Day-White+Black","7-8 Years","1","270.0","270.0",
"DELIVERED","186689917308175040_1","2025-08-12","Goa","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","186690015312507456_1","2025-08-12","Bihar","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","7-8 Years","1","230.0","224.0",
"DELIVERED","186692972346933952_1","2025-08-12","Odisha","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","7-8 Years","1","230.0","230.0",
"DELIVERED","186693355193995520_1","2025-08-12","Uttarakhand","Flawsome Elegant Girls Top & Bottom Sets","120-(Girls)Smile-Sky Blue&White","7-8 Years","1","320.0","320.0",
"RTO_COMPLETE","186693818891698880_1","2025-08-12","Bihar","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","13-14 Years","1","300.0","300.0",
"DELIVERED","186696544614138048_1","2025-08-12","Uttar Pradesh","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","7-8 Years","1","310.0","310.0",
"RTO_COMPLETE","186696796466082368_1","2025-08-12","Gujarat","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0",
"RTO_COMPLETE","186696994067907268_1","2025-08-12","Kerala","Cute Fancy Girls Top & Bottom Sets","10-(Girls)Princess-Pink+White+Grey","8-9 Years","1","330.0","330.0",
"RTO_COMPLETE","186696994067907268_2","2025-08-12","Kerala","Agile Elegant Girls Top & Bottom Sets","120-(Girls)(3 piece)Smile-Peach","8-9 Years","1","330.0","330.0",
"CANCELLED","186697389871792832_1","2025-08-12","Madhya Pradesh","Cute Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+DarkPink","3-4 Years","1","270.0","270.0",
"DELIVERED","186697437208932928_1","2025-08-12","Uttar Pradesh","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","2-3 Years","1","260.0","260.0",
"DELIVERED","186698356604564032_1","2025-08-12","Karnataka","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","7-8 Years","1","310.0","310.0",
"DELIVERED","186699559774220864_1","2025-08-12","Odisha","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","14-15 Years","1","310.0","310.0",
"CANCELLED","186699945495265920_1","2025-08-12","Uttar Pradesh","Princess Elegant Boys Top & Bottom Sets","181-(Boys)(Full Sleeve)Main Tine-Full Black","13-14 Years","1","310.0","310.0",
"DELIVERED","186699953451369154_1","2025-08-12","Karnataka","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","10-11 Years","1","260.0","253.0",
"CANCELLED","186701927152419520_1","2025-08-12","Madhya Pradesh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","14-15 Years","1","310.0","310.0",
"DELIVERED","186702199538368704_1","2025-08-12","Odisha","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","11-12 Years","1","280.0","280.0",
"DELIVERED","186702271130865920_1","2025-08-12","Kerala","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","2-3 Years","1","190.0","190.0",
"DELIVERED","186702399094964416_1","2025-08-12","Bihar","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","9-10 Years","1","330.0","330.0",
"DELIVERED","186702744298688768_1","2025-08-12","Odisha","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","186702898800148687_1","2025-08-12","Telangana","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","1-2 Years","1","170.0","165.0",
"DELIVERED","186703113646015104_1","2025-08-12","Kerala","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","4-5 Years","1","210.0","210.0",
"CANCELLED","186703461277208832_1","2025-08-12","Karnataka","Flawsome Elegant Boys Top & Bottom Sets","12-(Boys)ABCD-Full Sleeve -White","0-1 Years","1","200.0","200.0",
"DELIVERED","186704184085811456_1","2025-08-12","Maharashtra","Pretty Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-Pink+Black","4-5 Years","1","230.0","230.0",
"RTO_COMPLETE","186704468082213056_1","2025-08-12","Kerala","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","186704495026421952_1","2025-08-12","Odisha","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","10-11 Years","1","260.0","260.0",
"DOOR_STEP_EXCHANGED","184992591611195968_1","2025-08-12","Karnataka","Flawsome Elegant Boys Top & Bottom Sets","12-(Boys)ABCD-Full Sleeve -White","0-1 Years","1","320.0","320.0",
"RTO_COMPLETE","186705481758175808_1","2025-08-12","Tamil Nadu","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","11-12 Years","1","350.0","350.0",
"DELIVERED","186706509068210432_1","2025-08-12","Uttar Pradesh","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","8-9 Years","1","320.0","320.0",
"DELIVERED","186706906126270656_1","2025-08-12","Madhya Pradesh","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","1-2 Years","1","250.0","250.0",
"RTO_COMPLETE","186707982599619200_1","2025-08-12","Gujarat","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","7-8 Years","1","310.0","310.0",
"DELIVERED","186713039612199104_1","2025-08-12","Gujarat","Flawsome Elegant Boys Top & Bottom Sets","181-(Boys)(Half Sleeve)Main Tine-White+Black","8-9 Years","1","260.0","260.0",
"DELIVERED","186714414899237120_1","2025-08-12","Uttar Pradesh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","14-15 Years","1","310.0","310.0",
"DELIVERED","186714556905787648_1","2025-08-12","Maharashtra","Flawsome Elegant Boys Top & Bottom Sets","12-(Boys)ABCD-Full Sleeve -White","13-14 Years","1","330.0","330.0",
"DELIVERED","186715812563042496_1","2025-08-12","Bihar","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0",
"DELIVERED","186715828916351104_1","2025-08-12","Rajasthan","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","7-8 Years","1","310.0","310.0",
"DELIVERED","186716023389655296_1","2025-08-12","Bihar","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","2-3 Years","1","190.0","190.0",
"DELIVERED","186715971807899776_1","2025-08-12","Uttar Pradesh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","1-2 Years","1","180.0","180.0",
"DOOR_STEP_EXCHANGED","183546534242259328_1","2025-08-12","Andhra Pradesh","Modern Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-Yellow+Black","12-13 Years","1","270.0","270.0",
"DELIVERED","186717021256315008_1","2025-08-12","Chandigarh","Tinkle Fancy Boys Top & Bottom Sets","448-(Boys)(Full Sleeve)Nice-White+Black","8-9 Years","1","320.0","320.0",
"DELIVERED","186717404234018944_1","2025-08-12","Karnataka","Flawsome Elegant Boys Top & Bottom Sets","181-(Boys)(Half Sleeve)Main Tine-White+Black","12-13 Years","1","300.0","300.0",
"DELIVERED","186717494437003456_1","2025-08-12","Karnataka","Flawsome Elegant Boys Top & Bottom Sets","181-(Boys)(Half Sleeve)Main Tine-White+Black","6-7 Years","1","240.0","240.0",
"DELIVERED","186717665477067456_1","2025-08-12","Chhattisgarh","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","14-15 Years","1","310.0","310.0",
"DELIVERED","186719135937360448_1","2025-08-12","Maharashtra","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
"CANCELLED","186721822464569920_1","2025-08-12","Tamil Nadu","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","13-14 Years","1","300.0","300.0",
"DOOR_STEP_EXCHANGED","184503544413450816_1","2025-08-12","Maharashtra","Pretty Elegant Boys Top & Bottom Sets","8-(Boys)(Full Sleeve)-Smile And Hug Every Day-White+Black","14-15 Years","1","330.0","330.0",
"DELIVERED","186723615323164928_1","2025-08-12","Jharkhand","Flawsome Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-Maroon+Black","11-12 Years","1","300.0","300.0",
"CANCELLED","186726319621718208_1","2025-08-12","Haryana","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","3-4 Years","1","200.0","200.0",
"DELIVERED","186726725739397312_1","2025-08-12","Gujarat","Agile Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-AquaBlue+Black","14-15 Years","1","330.0","330.0",
"CANCELLED","186727461026820672_1","2025-08-12","West Bengal","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","5-6 Years","1","220.0","220.0",
"RTO_COMPLETE","186727602093080768_1","2025-08-12","Rajasthan","Agile Elegant Boys Top & Bottom Sets","13-(Full sleeve)Every day mood 4 Tom-AquaBlue+Black","4-5 Years","1","230.0","230.0",
"RTO_COMPLETE","186727843236200640_1","2025-08-12","West Bengal","Modern Elegant Girls Top & Bottom Sets","50-(Girls)(Half Sleeve)ABCD-White","3-4 Years","1","230.0","230.0",
"DELIVERED","186730411341430976_1","2025-08-12","Maharashtra","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","7-8 Years","1","240.0","240.0",
"DELIVERED","186731098380931328_1","2025-08-12","Haryana","Cutiepie Elegant Girls Top & Bottom Sets","323-(Girls)(Half Sleeve)Pink Ladies-Black+White","4-5 Years","1","210.0","210.0",
"DELIVERED","186731229528223872_1","2025-08-12","Odisha","Cutiepie Elegant Boys Top & Bottom Sets","336-(Boys)(Digital)Future Rock Green -Digital+Full Black","5-6 Years","1","250.0","250.0",
"DELIVERED","186732013649445056_1","2025-08-12","Jammu & Kashmir","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","5-6 Years","1","220.0","220.0",
"RTO_COMPLETE","186732209850597568_1","2025-08-12","Rajasthan","Modern Elegant Girls Top & Bottom Sets","50-(Girls)(Half Sleeve)ABCD-White","12-13 Years","1","320.0","320.0",
"DELIVERED","186731783575634624_1","2025-08-12","Maharashtra","Modern Elegant Girls Top & Bottom Sets","62-(Girls)(Digital)LoveFlowers-Full White","13-14 Years","1","320.0","320.0",
"DELIVERED","186733066630496897_10","2025-08-12","Gujarat","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","2-3 Years","1","200.0","200.0",
"DELIVERED","186733066630496897_11","2025-08-12","Gujarat","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","3-4 Years","1","190.0","190.0",
"DELIVERED","186733066630496897_12","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","6-12 Months","1","160.0","160.0",
"DELIVERED","186733066630496897_13","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","1-2 Years","1","190.0","190.0",
"DELIVERED","186733066630496897_14","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","2-3 Years","1","200.0","200.0",
"DELIVERED","186733066630496897_15","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Pink+Black","3-4 Years","1","210.0","210.0",
"DELIVERED","186733066630496897_1","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","6-12 Months","1","230.0","230.0",
"DELIVERED","186733066630496897_2","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","1-2 Years","1","250.0","250.0",
"DELIVERED","186733066630496897_3","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","2-3 Years","1","260.0","260.0",
"DELIVERED","186733066630496897_4","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","3-4 Years","1","270.0","270.0",
"DELIVERED","186733066630496897_5","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","4-5 Years","1","280.0","280.0",
"DELIVERED","186733066630496897_6","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","5-6 Years","1","290.0","290.0",
"DELIVERED","186733066630496897_7","2025-08-12","Gujarat","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","6-7 Years","1","300.0","300.0",
"DELIVERED","186733066630496897_8","2025-08-12","Gujarat","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","6-12 Months","1","170.0","170.0",
"DELIVERED","186733066630496897_9","2025-08-12","Gujarat","Pretty Elegant Girls Top & Bottom Sets","205-(Girls)(Full Sleeve)-Flower Ring Girl-Dark pink+Black","1-2 Years","1","190.0","190.0",
"DELIVERED","186735140641489088_1","2025-08-12","Bihar","Tinkle Elegant Girls Top & Bottom Sets","120-(Girls)Smile-Black&White","12-13 Years","1","380.0","380.0",
"DELIVERED","186735437636993664_1","2025-08-12","Chhattisgarh","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","3-4 Years","1","200.0","200.0",
"RTO_COMPLETE","186735625163010176_1","2025-08-12","Telangana","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","7-8 Years","1","240.0","240.0",
"DOOR_STEP_EXCHANGED","184557159685358272_1","2025-08-12","Rajasthan","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","13-14 Years","1","270.0","270.0",
"DELIVERED","186736719331299584_1","2025-08-12","Karnataka","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","1-2 Years","1","180.0","180.0",
"RTO_COMPLETE","186739262976193088_1","2025-08-12","Gujarat","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Mahendi+Black","12-13 Years","1","290.0","290.0",
"DELIVERED","186739375685796480_1","2025-08-12","Telangana","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","4-5 Years","1","210.0","210.0",
"CANCELLED","186740949874930243_1","2025-08-12","West Bengal","Flawsome Funky Boys Top & Bottom Sets","122- King Pista","5-6 Years","1","210.0","210.0",
"RTO_COMPLETE","186741362770379456_1","2025-08-12","Maharashtra","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","9-10 Years","1","260.0","260.0",
"RTO_COMPLETE","186741888492831424_1","2025-08-12","Kerala","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","2-3 Years","1","190.0","190.0",
"RTO_COMPLETE","186742470368625344_1","2025-08-12","Gujarat","Cute Elegant Boys Top & Bottom Sets","356-(Boys)(Full Sleeve)ABCD Progress Full Black","10-11 Years","1","400.0","400.0",
"DELIVERED","186743292942401728_1","2025-08-12","Telangana","Butterfly black Girls Top & Bottom Sets","158-(Girls)(half Sleeve) Flower Butterfly -Black+Baby Pink_01","5-6 Years","1","270.0","270.0",
"DELIVERED","186743614487167616_1","2025-08-12","Uttar Pradesh","Modern Elegant Girls Top & Bottom Sets","50-(Girls)(Half Sleeve)ABCD-White","13-14 Years","1","330.0","330.0",
"DELIVERED","186744282610168384_1","2025-08-12","Bihar","Cute Elegant Boys Top & Bottom Sets","11-(Boys)(Full sleeve)3 DUCK-Full Black","11-12 Years","1","300.0","300.0",
"DELIVERED","186745225657479744_1","2025-08-12","Andhra Pradesh","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","8-9 Years","1","250.0","250.0",
"DELIVERED","186745315335893568_1","2025-08-12","Haryana","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","9-10 Years","1","260.0","260.0",
"DELIVERED","186745757204975872_1","2025-08-12","Telangana","Princess Elegant Girls Top & Bottom Sets","18-(GIRLS)(FS)(JOGG)Sketing Girl-Black+Peach","14-15 Years","1","380.0","380.0",
"DELIVERED","186745926789152960_1","2025-08-12","Telangana","Modern Elegant Girls Top & Bottom Sets","50-(Girls)(Half Sleeve)ABCD-White","11-12 Years","1","310.0","310.0",
"RTO_COMPLETE","186747020173443776_1","2025-08-12","Uttar Pradesh","Cute Elegant Boys Top & Bottom Sets","356-(Boys)(Full Sleeve)ABCD Progress Full Black","8-9 Years","1","380.0","380.0",
"DELIVERED","186747007062540928_1","2025-08-12","Tamil Nadu","Princess Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Maroon+Black","6-7 Years","1","230.0","230.0",
"DELIVERED","186747079221346945_1","2025-08-12","Maharashtra","Tinkle Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Yellow+Black","5-6 Years","1","220.0","220.0",
"DELIVERED","186747025114825344_1","2025-08-12","Odisha","Cutiepie Elegant Boys Top & Bottom Sets","218-(Boys)(Full Sleeve)-RUN-Pista+Black","8-9 Years","1","250.0","250.0",
